时间,源标签,新标签,原置信,新置信,波长,入射角,截距,宽度,强度,搜索次数,,
,,,,,,,,,,,,
2023/12/12 17:22,"ear, spike, capitulum",corn,0.796943486,0.501133859,598.3552298,0.433323365,23.21467704,10.43302605,0.731920327,30,,
,,,,,,,,,,,,
2023/12/12 17:23,goose,"projectile, missile",0.894979,0.376851052,622.2475459,-0.250560923,267.2393736,16.63272183,0.683883571,150,,
,,,,,,,,,,,,
2023/12/12 17:23,"aircraft carrier, carrier, flattop, attack aircraft carrier","projectile, missile",0.971031606,0.396778554,552.6508288,0.003537434,141.1841723,12.55600566,0.7,60,,
,,,,,,,,,,,,
2023/12/12 17:23,"frying pan, frypan, skillet",Dutch oven,0.898173869,0.498289496,487.7400058,-0.748147524,280.5750856,18.6248069,0.57620378,30,,
,,,,,,,,,,,,
2023/12/12 17:24,cannon,"projectile, missile",0.978242457,0.540318966,617.6886823,-0.180151663,200.2149004,15.97810551,0.521316412,30,,
,,,,,,,,,,,,
2023/12/12 17:24,"balance beam, beam","parallel bars, bars",0.913893342,0.520464838,607.8569272,0.06387961,172.8674832,18.53723992,0.605961195,60,,
,,,,,,,,,,,,
2023/12/12 17:24,mixing bowl,"plunger, plumber's helper",0.992314517,0.446432173,593.399423,-0.105307228,83.09513322,15.56279326,0.763255587,30,,
,,,,,,,,,,,,
2023/12/12 17:25,"wool, woolen, woollen",spindle,0.911388755,0.238097191,617.4070795,-1.264876974,317.4294804,11.81609159,0.797080533,30,,
,,,,,,,,,,,,
2023/12/12 17:26,green mamba,vine snake,0.98461771,0.505603492,577.3936386,-0.241675469,255.8474836,10.67856304,0.588849138,30,,
,,,,,,,,,,,,
2023/12/12 17:26,"harvestman, daddy longlegs, Phalangium opilio","hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",0.980380118,0.700557411,583.6379455,-0.413609604,332.3771892,11.18497107,0.64380336,60,,
,,,,,,,,,,,,
2023/12/12 17:28,"aircraft carrier, carrier, flattop, attack aircraft carrier","projectile, missile",0.881949127,0.478723198,623.4439359,-0.834634771,20.31940547,14.19126444,0.545222866,30,,
,,,,,,,,,,,,
2023/12/12 17:29,bassoon,"oboe, hautboy, hautbois",0.724629462,0.576182067,491.5532262,-0.084818327,318.8639129,17.90026409,0.755235778,30,,
,,,,,,,,,,,,
2023/12/12 17:31,"organ, pipe organ","theater curtain, theatre curtain",0.906121671,0.521368384,432.6627873,-0.328696366,137.1279583,17.88550989,0.743432216,30,,
,,,,,,,,,,,,
2023/12/12 17:31,mosque,dome,0.453562319,0.344718963,480.5881861,0.932712623,111.9606616,10.87140633,0.571481357,30,,
,,,,,,,,,,,,
2023/12/12 17:31,toy poodle,miniature poodle,0.614284992,0.531822741,668.4025077,-1.240424969,607.9635987,14.1806963,0.630765735,30,,
,,,,,,,,,,,,
2023/12/12 17:31,"oboe, hautboy, hautbois","flute, transverse flute",0.973200202,0.613319874,535.7251067,1.127596817,4.697764747,16.70829263,0.636151673,30,,
,,,,,,,,,,,,
2023/12/12 17:31,green mamba,vine snake,0.782558382,0.623174012,558.9368132,-0.125306189,82.03206053,14.30362733,0.754827446,30,,
,,,,,,,,,,,,
2023/12/12 17:33,holster,"spotlight, spot",0.995269954,0.232196867,506.0854592,1.156039439,15.56449623,14.95088901,0.7,300,,
,,,,,,,,,,,,
2023/12/12 17:34,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle","leaf beetle, chrysomelid",0.648771942,0.574791849,554.5488457,-0.292790067,225.1342564,17.96445645,0.646126187,120,,
,,,,,,,,,,,,
2023/12/12 17:34,missile,"projectile, missile",0.748957872,0.565009594,670.6689136,-0.20524919,196.0222603,14.25477798,0.564836706,90,,
,,,,,,,,,,,,
2023/12/12 17:34,"worm fence, snake fence, snake-rail fence, Virginia fence",vine snake,0.463347197,0.523897231,498.5785311,0.428908719,128.0061178,17.76950837,0.53417236,30,,
,,,,,,,,,,,,
2023/12/12 17:34,French bulldog,"tobacco shop, tobacconist shop, tobacconist",0.965563357,0.081829935,495.1299924,0.201552178,172.2372664,13.54278662,0.66087496,30,,
,,,,,,,,,,,,
2023/12/12 17:35,wok,"caldron, cauldron",0.843791664,0.357556522,694.8724151,-1.19789036,284.5089896,11.38284452,0.594485733,90,,
,,,,,,,,,,,,
2023/12/12 17:36,"Ibizan hound, Ibizan Podenco",Italian greyhound,0.84457773,0.414547652,670.7037303,0.424176152,93.60386802,14.15,0.579956945,60,,
,,,,,,,,,,,,
2023/12/12 17:37,"dalmatian, coach dog, carriage dog","oscilloscope, scope, cathode-ray oscilloscope, CRO",0.994485915,0.452794164,475.0742679,-0.035463153,358.0712867,17.84713658,0.73610689,30,,
,,,,,,,,,,,,
2023/12/12 17:37,"hotdog, hot dog, red hot",French loaf,0.701610863,0.373090863,660.4919424,-0.589199127,402.154101,13.97258685,0.582939497,60,,
,,,,,,,,,,,,
2023/12/12 17:38,"ant, emmet, pismire",rain barrel,0.993446052,0.218197793,496.695127,-0.820144913,445.9647645,17.03887005,0.675455696,60,,平均 63.68
2023-12-12 17:43:55,goose,European gallinule,0.5901163816452026,0.1673807054758072,472.6832093747057,0.4094882621350606,81.28687505972088,12.172990303520109,0.5127502895513831,30
2023-12-12 17:54:50,trifle,Petri dish,0.9993517994880676,0.1728939265012741,449.51086123941957,-0.15939,112.02858995558236,17.162463856347195,0.7,7
2023-12-12 18:00:23,"garbage truck, dustcart","trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.6649030447006226,0.18089322745800018,574.8265087233215,0.11742122996478477,43.976000518227444,16.480421519702126,0.6404628568629612,30
2023-12-12 18:00:59,Tibetan mastiff,Brabancon griffon,0.6196274161338806,0.6592878699302673,613.6248580584648,0.06594210890797525,278.5032162600478,11.302733981068902,0.7220711197592525,30
2023-12-12 18:01:54,thimble,reel,0.06914836913347244,0.7124447226524353,541.5095575590595,0.3646812795075578,184.20708200567975,13.624527142310427,0.6075818720220547,30
2023-12-12 18:02:54,"Arctic fox, white fox, Alopex lagopus","bannister, banister, balustrade, balusters, handrail",0.989525318145752,0.16135433316230774,604.6010586941837,-0.017751332119280983,171.50085714362177,18.110119948535186,0.7,60
2023-12-12 18:15:59,goose,European gallinule,0.5901163816452026,0.1673807054758072,472.6832093747057,0.4094882621350606,81.28687505972088,12.172990303520109,0.5127502895513831,30
2023-12-12 18:37:41,basenji,Ibizan hound,0.07189934886991978,0.06781742349267006,535.1442027024926,-1.54838,220.97340294293468,14.15,0.6068597799041153,1
2023-12-12 18:42:27,basenji,Ibizan hound,0.07189934886991978,0.06781742349267006,535.1442027024926,-1.54838,220.97340294293468,14.15,0.6068597799041153,1
2023-12-12 18:44:46,basenji,Ibizan hound,0.07189934886991978,0.06781742349267006,535.1442027024926,-1.54838,220.97340294293468,14.15,0.6068597799041153,1
2023-12-12 18:46:20,basenji,Ibizan hound,0.07189934886991978,0.06781742349267006,535.1442027024926,-1.54838,220.97340294293468,14.15,0.6068597799041153,1
2023-12-12 18:50:48,reel,swab,0.37056462466716766,0.32551051676273346,580.811244493826,0.36677,115.88906723696454,10,0.7,399
2023-12-12 18:50:49,picket fence,picket fence,0.07490436919033527,0.07490436919033527,673.6040983869957,0.62919,321.8542370874811,19.812414374339536,0.6952861728772906,1
2023-12-12 18:56:32,trailer truck,trailer truck,0.2645041421055794,0.14019742608070374,542.853732679238,0.82338,97.50648632555749,13.15,0.47128005530317757,615
2023-12-12 18:56:33,screw,dumbbell,0.018084586248733103,0.0154282619478181,738.5102859568403,0.17832,49.07434742877824,11.5,0.7,1
2023-12-12 19:00:06,basenji,Ibizan hound,0.07189934886991978,0.06781742349267006,535.1442027024926,-1.54838,220.97340294293468,14.15,0.6068597799041153,1
2023-12-12 19:03:41,wool,spindle,0.448690690100193,0.043902948731556535,562.0636112546152,-0.78004,370.57834272374765,10,0.7,304
2023-12-12 19:11:44,"garbage truck, dustcart","trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.6649030447006226,0.18089322745800018,574.8265087233215,0.11742122996478477,43.976000518227444,16.480421519702126,0.6404628568629612,30
2023-12-12 19:12:19,Tibetan mastiff,Brabancon griffon,0.6196274161338806,0.6592878699302673,613.6248580584648,0.06594210890797525,278.5032162600478,11.302733981068902,0.7220711197592525,30
2023-12-12 19:13:14,thimble,reel,0.06914836913347244,0.7124447226524353,541.5095575590595,0.3646812795075578,184.20708200567975,13.624527142310427,0.6075818720220547,30
2023-12-12 19:14:13,"Arctic fox, white fox, Alopex lagopus","bannister, banister, balustrade, balusters, handrail",0.989525318145752,0.16135433316230774,604.6010586941837,-0.017751332119280983,171.50085714362177,18.110119948535186,0.7,60
2023-12-12 19:15:10,"garbage truck, dustcart","trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.6649030447006226,0.18089322745800018,574.8265087233215,0.11742122996478477,43.976000518227444,16.480421519702126,0.6404628568629612,30
2023-12-12 19:16:39,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:41,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:44,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:46,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:48,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:50,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:53,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:55,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:16:57,"spider web, spider's web",paper towel,0.9640867114067078,0.3403818905353546,405.16639962255687,0.40395979046896824,111.28224633740581,13.179646158968465,0.6289636107932353,30
2023-12-12 19:19:46,"lipstick, lip rouge",scabbard,0.9261853694915771,0.05359719693660736,522.1104603861174,0.11979386153306115,67.58477581065448,17.13271647459009,0.5628000779164939,30
2023-12-12 19:22:58,"bookshop, bookstore, bookstall","tobacco shop, tobacconist shop, tobacconist",0.98921799659729,0.28345027565956116,717.8599995799655,0.30948026609545354,110.10372631348582,14.274071634317822,0.7,60
2023-12-12 19:23:02,"picket fence, paling","worm fence, snake fence, snake-rail fence, Virginia fence",0.7609196305274963,0.48373475670814514,631.2490617478152,-0.6900552495175805,539.5925755447529,10.540898724333058,0.5219343270695004,30
2023-12-12 19:23:05,Tibetan mastiff,"wild boar, boar, Sus scrofa",0.795923113822937,0.641408383846283,643.5339121544462,-0.57595453861271,378.55739663628236,17.758675042687543,0.663272442207779,30
2023-12-12 19:23:15,English foxhound,"Walker hound, Walker foxhound",0.5231082439422607,0.27659887075424194,402.664148714352,-0.9982037961327574,1030.2347086782586,11.789945777871582,0.6231259475364592,30
2023-12-12 19:23:30,"parallel bars, bars","horizontal bar, high bar",0.9188013672828674,0.6219772696495056,626.5984016808703,0.2555484963551664,492.05751675228817,12.193217308759808,0.5598352042621582,30
2023-12-12 19:23:32,"ant, emmet, pismire","lacewing, lacewing fly",0.7270606160163879,0.12257655709981918,507.3722619901054,0.5407572233556572,67.69060495827972,18.840934103334035,0.5863439781832236,30
2023-12-12 19:24:44,tile roof,"spotlight, spot",0.9988229870796204,0.3949955105781555,525.7800676392243,0.19444919913100395,46.722062056833025,13.730917063143263,0.6894182440598553,120
2023-12-12 19:26:11,"house finch, linnet, Carpodacus mexicanus","brambling, Fringilla montifringilla",0.9053760766983032,0.46639057993888855,450.15732781084915,0.6394359131395245,0,12.78792528227821,0.6037645547608618,90
2023-12-12 19:26:48,"white wolf, Arctic wolf, Canis lupus tundrarum","Arctic fox, white fox, Alopex lagopus",0.9910596013069153,0.5866538286209106,732.2896143216688,-0.5575097536259188,375,11.482263356316087,0.7,90
2023-12-12 19:28:48,school bus,"snowplow, snowplough",0.7957437634468079,0.4144883453845978,398.00186224273153,0.8466760275999134,93.37273623505209,13.25555152138017,0.5757294360703197,30
2023-12-12 19:29:00,"dalmatian, coach dog, carriage dog","bannister, banister, balustrade, balusters, handrail",0.9981184005737305,0.17998187243938446,538.8057606721453,0.29970120446034837,79.98592644095035,15.479146478900832,0.6051999918285361,210
2023-12-12 19:29:02,goose,"spotlight, spot",0.9913980960845947,0.12217101454734802,508.6251209235212,-0.7290089557443694,226.5418185039834,16.757782386299056,0.7037909765115147,30
2023-12-12 19:29:05,"ant, emmet, pismire",acorn,0.9433415532112122,0.07262588292360306,688.7630766498652,0.5238587459192043,290.9687145223563,16.959281685288225,0.7634618368995063,30
2023-12-12 19:29:29,mixing bowl,cup,0.9798542857170105,0.4394218623638153,475.9107571777187,-0.39054076038422797,200.85652929511818,16.146330424614582,0.7,390
2023-12-12 19:31:02,"revolver, six-gun, six-shooter",holster,0.7045614123344421,0.5166385173797607,445.92775340544745,-0.9615556803927542,188.5917591835108,14.579231300408713,0.5144493559835399,30
2023-12-12 19:31:04,trifle,"chocolate sauce, chocolate syrup",0.8774886131286621,0.3998728096485138,545.5684784199236,1.4063285898560403,11.639569588289477,18.614000125137775,0.5800709367700774,30
2023-12-12 19:31:37,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","rock crab, Cancer irroratus",0.4177211821079254,0.3073626160621643,622.4444008159419,-1.3598079767115354,27.277978053487526,17.610392188684596,0.7079789514859887,30
2023-12-12 19:32:02,"sax, saxophone",trombone,0.3130750358104706,0.4009270668029785,597.352612389424,-0.34661564500913356,27.750032726494727,15.064671244791654,0.57947834582129,30
2023-12-12 19:33:49,"malamute, malemute, Alaskan malamute",Siberian husky,0.4463070034980774,0.5336208343505859,438.7948575440203,0.07036188250241811,352.5113675108846,14.706516503473573,0.7,60
2023-12-12 19:34:18,missile,"projectile, missile",0.5334587097167969,0.542138934135437,530.2033120010474,1.0593201814636237,3198.1519965060365,17.477658394782217,0.6760275168532066,30
2023-12-12 19:34:45,"clog, geta, patten, sabot",Loafer,0.6473331451416016,0.8057066202163696,415.74339976145797,-0.902598513771984,33.867051026461034,17.133244625907814,0.529850855557477,30
2023-12-12 19:35:19,"Newfoundland, Newfoundland dog",flat-coated retriever,0.9904402494430542,0.4032127857208252,682.7440837473596,0.9961546199794091,28.69177765410977,16.27578145151298,0.7,60
2023-12-12 19:37:57,"hand-held computer, hand-held microcomputer","screen, CRT screen",0.6506701111793518,0.3891299366950989,647.9061707372284,-0.3367009129869402,211.1302303164378,16.900420409888174,0.7,330
2023-12-12 19:38:29,apron,bulletproof vest,0.7777495980262756,0.5911663770675659,390.79827874933153,0.5553167065604026,158.13593213839977,15.238641550238604,0.7105531917719667,30
2023-12-12 19:39:25,tile roof,"solar dish, solar collector, solar furnace",0.8989014029502869,0.2490241676568985,527.7636099784056,-0.4019090712673459,244.46975473100932,18.034027433835305,0.7892814401967206,30
2023-12-12 19:41:02,dome,"spotlight, spot",0.9292665123939514,0.1277768313884735,492.21059926526226,-0.39295793785962774,201.91178164895723,18.544861695657257,0.7,60
2023-12-12 19:41:36,orange,banana,0.670872688293457,0.4530147314071655,431.9550186406785,0.006446477343766882,158.85790814491247,15.045777002818841,0.6497685143845162,60
2023-12-12 19:41:40,"bookshop, bookstore, bookstall","tobacco shop, tobacconist shop, tobacconist",0.9900445938110352,0.7187992334365845,585.8619637284878,-0.06545544242847023,273.56697360416285,16.030735557559666,0.7,60
2023-12-12 19:44:19,"Ibizan hound, Ibizan Podenco","Scottish deerhound, deerhound",0.37786057591438293,0.3627043068408966,430.89480975673854,-0.3190134288468405,295.41000125946687,16.753604468823706,0.6050490218521127,30
2023-12-12 19:45:58,"aircraft carrier, carrier, flattop, attack aircraft carrier",missile,0.9623069763183594,0.5816042423248291,610.5225270622061,-1.0621498114791152,110.15250248165164,12.49451163189837,0.7413487080240223,30
2023-12-12 19:47:03,stage,electric guitar,0.7444990873336792,0.4518575966358185,685.0025243886487,1.1021878939631744,146.7343123905742,14.652370166344841,0.5206495818763763,30
2023-12-12 19:47:17,"miniskirt, mini",sandal,0.5772306323051453,0.32104063034057617,553.8019257394034,-0.025422013688131795,86.5692865993606,13.547294002743204,0.7,210
2023-12-12 19:47:51,catamaran,trimaran,0.7071436643600464,0.4487683176994324,553.861948140913,-0.4028738151995308,286.17693183190045,13.11768525245257,0.6834886837122541,30
2023-12-12 19:49:31,golden retriever,Labrador retriever,0.9262595772743225,0.3516063094139099,736.7393843820416,-1.1436924763947642,365.146555016929,16.959112371706162,0.7640670537358523,30
2023-12-12 19:50:00,"frying pan, frypan, skillet","caldron, cauldron",0.995745837688446,0.5975012183189392,717.0525240857475,0.3621881510165774,126.1579395025028,11.574756750150623,0.548867308366439,30
2023-12-12 19:50:04,"dishrag, dishcloth","wool, woolen, woollen",0.9593763947486877,0.37380850315093994,551.088164108284,-0.06379224237882758,211.52055301942286,12.440320930910735,0.5661245570439504,60
2023-12-12 19:50:06,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus","diamondback, diamondback rattlesnake, Crotalus adamanteus",0.9871571660041809,0.47993406653404236,571.4554011494888,-0.2635868515983728,164.34400156968766,19.432805900523736,0.6360390474362568,30
2023-12-12 19:50:08,"aircraft carrier, carrier, flattop, attack aircraft carrier",fireboat,0.9983898401260376,0.26243487000465393,593.331199056896,-0.23475844667389456,261.75386798467804,18.341372640155434,0.5670551768501685,30
2023-12-12 19:51:37,"solar dish, solar collector, solar furnace",window screen,0.9898632764816284,0.49395856261253357,434.0078654528214,0.14153187748744558,395.8664856041951,10,0.7,270
2023-12-12 19:52:42,"frying pan, frypan, skillet",Dutch oven,0.9112116694450378,0.482104629278183,410.3045603000571,0.44192329111224415,243.577945512377,10.260932071812555,0.6698215636541593,30
2023-12-12 19:52:45,cuirass,"breastplate, aegis, egis",0.7568914294242859,0.5076389908790588,553.9274427506755,0.8532991916304798,196.78540197126853,12.325351285926883,0.7,60
2023-12-12 19:53:14,"garbage truck, dustcart","snowplow, snowplough",0.9014471173286438,0.5336270332336426,641.2097076669406,0.021843114840813804,149.09349511977308,15.691001666633603,0.5328984064718153,30
2023-12-12 19:53:17,"oboe, hautboy, hautbois","flute, transverse flute",0.9863922595977783,0.9726237058639526,467.4712831154106,0.4111289652782336,126.4629021600127,14.545353890913562,0.6000388262004892,60
2023-12-12 19:53:19,orange,lemon,0.8150193691253662,0.47775566577911377,744.5589959830904,0.04890707247024095,264.1932130818987,12.036116400042518,0.7575167094039338,30
2023-12-12 19:53:53,"solar dish, solar collector, solar furnace","spotlight, spot",0.8789178133010864,0.4911096692085266,409.08864467986325,0.45449747363445603,12.12665515352005,10.978206000876852,0.5226766392237889,30
2023-12-12 19:53:55,tile roof,"spotlight, spot",0.9536948204040527,0.4978274703025818,644.4121451725177,0.4588099558802443,49.60031801354968,19.57536085392192,0.7157666829930055,30
2023-12-12 19:53:59,"bookshop, bookstore, bookstall","spotlight, spot",0.9984084963798523,0.453173965215683,536.2844327742225,-0.43143180887343446,128.44120392886958,11.94568494096808,0.7,60
2023-12-12 19:54:32,"bookshop, bookstore, bookstall",comic book,0.5632529258728027,0.45874282717704773,708.4055353230311,0.6872744559076116,491.566020481235,17.56685017633899,0.6566270672044612,30
2023-12-12 19:54:35,cuirass,"breastplate, aegis, egis",0.6603810787200928,0.44808053970336914,583.9673124738717,-0.13025628026065134,194.82124245006688,12.781659755145498,0.616078516141866,60
2023-12-12 19:54:37,"unicycle, monocycle",stretcher,0.9638317227363586,0.1906290054321289,630.4685806379039,-0.5583880925051199,397.6659594950028,16.913995736342784,0.5460239764723755,30
2023-12-12 19:54:43,"solar dish, solar collector, solar furnace","projectile, missile",0.9986212253570557,0.4837927222251892,614.8903420838442,0.4920163240461426,0,17.25,0.7,90
2023-12-12 19:55:12,"parallel bars, bars","horizontal bar, high bar",0.709134042263031,0.5226582288742065,712.6773744939061,-1.348233342445642,104.91677147391225,18.580337716922905,0.7829131009509784,30
2023-12-12 19:55:16,cocktail shaker,milk can,0.9995335340499878,0.5362616777420044,621.2709557178532,-0.6181860679283042,385.3714871327696,13.752550208768064,0.6947299511408177,60
2023-12-12 19:57:31,"file, file cabinet, filing cabinet",desk,0.3440203070640564,0.4489097595214844,719.392438289599,0.8740513544972761,31.529831505178905,16.99483362665509,0.729632101738569,30
2023-12-12 19:58:09,"Newfoundland, Newfoundland dog",Leonberg,0.9743919968605042,0.6054328680038452,476.0631306595238,-0.046454725693882676,267.1218891600462,16.063291061974322,0.4891784029664795,90
2023-12-12 19:58:11,rhinoceros beetle,"chain saw, chainsaw",0.9993032217025757,0.0826210081577301,705.2566861764801,-0.45751474188803587,324.28286453217754,16.795285193355518,0.6414328103789995,30
2023-12-12 19:58:45,"book jacket, dust cover, dust jacket, dust wrapper","fire screen, fireguard",0.2546524107456207,0.1591891348361969,509.9144618075337,0.060296726406812384,51.599661097184935,17.206565264723466,0.7651800019822399,30
2023-12-12 19:58:51,"cliff, drop, drop-off","coil, spiral, volute, whorl, helix",0.7115551829338074,0.2939223349094391,608.4111257868233,-0.5414435700936739,367.3063139697502,11.016085338735095,0.6737891319498194,90
2023-12-12 19:59:31,"ant, emmet, pismire","long-horned beetle, longicorn, longicorn beetle",0.9939472675323486,0.48394903540611267,747.5726709324982,-0.8281484699795754,337.7022810176067,12.776115283098555,0.6424426705288407,120
2023-12-12 20:00:41,"lighter, light, igniter, ignitor","rule, ruler",0.3829776346683502,0.19808152318000793,523.3139849800202,-0.32034381034346193,225.02801297856772,12.283648773263714,0.7012654646095611,30
2023-12-12 20:00:43,orange,lemon,0.928734302520752,0.5141893029212952,600.1784937576359,-1.2417674320860357,224.37687737794565,17.44087156364374,0.5009475659113326,30
2023-12-12 20:02:13,abaya,"bannister, banister, balustrade, balusters, handrail",0.08986099064350128,0.09243405610322952,449.7399492022786,-0.5331463849225084,65.42897332365676,15.945291888567201,0.5093061258969872,30
