时间,源标签,新标签,原置信,新置信,波长,入射角,截距,宽度,强度,搜索次数,,
2023-12-12 20:02:15,"valley, vale","cliff, drop, drop-off",0.6858208179473877,0.18799158930778503,612.044905512914,0.9108044353692959,78.55926607028574,14.98760609482752,0.7783746504288016,30
2023-12-12 20:02:31,yawl,fireboat,0.8110621571540833,0.49357691407203674,480.37910336108195,-0.4633418750305853,436.57377454959914,14.048843480223622,0.5734299209245663,150
2023-12-12 20:03:06,face powder,buckle,0.7229527235031128,0.17902721464633942,521.0152028749942,-0.8955246917291003,237.1236601343941,18.1460332272879,0.7675317178706198,30
2023-12-12 20:03:13,"timber wolf, grey wolf, gray wolf, Canis lupus","white wolf, Arctic wolf, Canis lupus tundrarum",0.6204892992973328,0.5397769808769226,496.3590939489369,-0.6294218480613574,500.990417309285,13.184108479769588,0.7,60
2023-12-12 20:03:37,mushroom,magnetic compass,0.6103155016899109,0.34937137365341187,734.3705802697525,-1.1265124030666047,167.7707616259586,14.123611553763029,0.7,360
2023-12-12 20:03:39,carton,hamper,0.4918343722820282,0.26590603590011597,492.73275944828606,-1.0381782620209203,118.77354270212085,18.530534615020102,0.6331500900586196,30
2023-12-12 20:04:52,"carousel, carrousel, merry-go-round, roundabout, whirligig",vestment,0.9942254424095154,0.13813407719135284,657.9456116469185,0.3567073309777615,280.6843253401081,15.617221597245658,0.6862593994810684,60
2023-12-12 20:05:07,"dishrag, dishcloth","wallet, billfold, notecase, pocketbook",0.9986990690231323,0.49403002858161926,687.0656507466659,0.01903611033503594,245.38208964982118,14.160806989457999,0.7,240
2023-12-12 20:06:50,scoreboard,"racket, racquet",0.9951000809669495,0.6043252348899841,529.1848620548742,0.45936295499905916,730.913048861776,13.35223123532258,0.7,210
2023-12-12 20:10:09,"cliff, drop, drop-off","seashore, coast, seacoast, sea-coast",0.508826732635498,0.36601364612579346,609.2756277477988,-0.5861462217177251,293.8821122109922,19.462665146232915,0.5524925269792121,30
2023-12-12 20:11:04,yawl,"beacon, lighthouse, beacon light, pharos",0.925307035446167,0.2697797119617462,403.03241944742916,-0.6690074081223186,230.38706242488027,18.411056532548123,0.5819969414289325,30
2023-12-12 20:11:07,dome,"radio telescope, radio reflector",0.3965785801410675,0.2945111095905304,727.6315769239491,-1.0361786915100077,92.62817231256355,15.733483425651379,0.6707575979567189,30
2023-12-12 20:11:09,hourglass,entertainment center,0.9838988184928894,0.4586387872695923,558.0902218920812,-0.828205211327743,66.82413114016417,14.935871135764039,0.518129849220211,30
2023-12-12 20:11:13,jellyfish,"nematode, nematode worm, roundworm",0.9908125996589661,0.2632928192615509,565.4344793887776,-0.5974195933736597,337.2239171157954,18.749838076977056,0.6790393422064566,60
2023-12-12 20:12:18,"coyote, prairie wolf, brush wolf, Canis latrans","worm fence, snake fence, snake-rail fence, Virginia fence",0.6158480644226074,0.10717694461345673,665.1261502320921,0.1934615106794364,189.16811011423505,19.509998750934194,0.6812544489861894,30
2023-12-12 20:12:20,cocktail shaker,milk can,0.9956420660018921,0.8128968477249146,393.6442400555716,1.1420651040589211,10.758231897096858,11.309130793642353,0.6885010856690892,30
2023-12-12 20:12:28,"harvestman, daddy longlegs, Phalangium opilio","walking stick, walkingstick, stick insect",0.9987366795539856,0.6798829436302185,547.8931051598796,0.5316247993072948,170.61499520146572,13.696492062476649,0.4716795657535357,120
2023-12-12 20:12:36,"spider web, spider's web","oscilloscope, scope, cathode-ray oscilloscope, CRO",0.9846737384796143,0.43807515501976013,531.7928887702424,-0.054452273341240254,357.8132959239969,20,0.6377045794842247,60
2023-12-12 20:13:04,"frying pan, frypan, skillet","spotlight, spot",0.9742525815963745,0.22588466107845306,547.6324179544666,-0.796387814569109,354,18.226673268265365,0.6168069656960925,60
2023-12-12 20:13:06,"organ, pipe organ","spotlight, spot",0.551703929901123,0.6681240797042847,606.1989477377305,-0.5351548130860875,226.45969566668575,19.9899103680717,0.6186054122721885,30
2023-12-12 20:13:35,school bus,"passenger car, coach, carriage",0.9931272268295288,0.14196477830410004,663.3957745225329,0.16969395150407335,108.36105450913234,17.848702131572885,0.7,450
2023-12-12 20:13:37,"bookshop, bookstore, bookstall",bookcase,0.9157335162162781,0.40437066555023193,541.2649886229574,0.04774658063518311,347.61606248378,11.729002981431035,0.6521490064102881,30
2023-12-12 20:14:18,"dalmatian, coach dog, carriage dog",Great Dane,0.9959084987640381,0.4178890883922577,651.838952838743,0.11744091786747293,200.85424715162014,17.914209704787652,0.5775084563269959,60
2023-12-12 20:14:20,"parallel bars, bars","balance beam, beam",0.8830634951591492,0.503409743309021,419.48370202563217,0.9533894752441419,3.7783217978225574,15.377843280770403,0.6511439100463919,30
2023-12-12 20:14:57,"theater curtain, theatre curtain","spotlight, spot",0.9329271912574768,0.41119813919067383,549.5249447860845,-0.23989403433015322,159.28110668318521,15.0,0.6491005709251908,90
2023-12-12 20:14:59,stole,"microwave, microwave oven",0.35716983675956726,0.2854769229888916,391.0927735001449,0.08005501442447471,393.91455698216686,10.64751802261264,0.627822662734935,30
2023-12-12 20:15:27,"worm fence, snake fence, snake-rail fence, Virginia fence",pole,0.9377927780151367,0.5035361647605896,606.8330680745632,-0.9916024667045586,262.7460603802505,14.211197652566408,0.41608820730335594,450
2023-12-12 20:15:36,triceratops,comic book,0.996698796749115,0.08359678089618683,643.0889246418689,-0.34866689572609694,289.77325020259053,15.812185184451499,0.7,150
2023-12-12 20:16:17,"solar dish, solar collector, solar furnace","radio telescope, radio reflector",0.9989645481109619,0.7621138095855713,436.63252778620796,-0.10864950310778632,177.47481902163008,15.391866523882499,0.6947910806020536,120
2023-12-12 20:16:19,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail",0.4370489716529846,0.2329988181591034,678.2322511907896,0.668631320827608,103.35888631640672,10.97450884691081,0.6075258299593622,30
2023-12-12 20:16:21,"remote control, remote","slot, one-armed bandit",0.23126870393753052,0.2421359121799469,436.6805462989822,1.2694752316550888,47.99475609735618,15.767436060062945,0.7258898136084063,30
2023-12-12 20:17:00,"harvestman, daddy longlegs, Phalangium opilio","ant, emmet, pismire",0.9975825548171997,0.33694374561309814,603.0072648932842,-0.27733431990388824,237.9546407598664,16.73191415710737,0.6447357516209783,60
2023-12-12 20:17:05,reel,"spotlight, spot",0.9904019236564636,0.4461625814437866,457.8818978842341,0.617308596234408,16.629569150855218,12.59977175251345,0.5922982445498368,60
2023-12-12 20:17:22,yawl,trimaran,0.998238205909729,0.5117765069007874,547.8062798058126,-0.11441868477032069,222.81280575421408,13.65,0.7,300
2023-12-12 20:17:57,"white wolf, Arctic wolf, Canis lupus tundrarum","Arctic fox, white fox, Alopex lagopus",0.9042043089866638,0.4909086525440216,496.06362425335,-0.661179490273388,279.78204442144374,14.19984437185433,0.7115416135725043,30
2023-12-12 20:18:32,orange,lemon,0.5024030804634094,0.7056589126586914,565.3614731614653,1.233717231823602,173.19936250243848,15.66453066908659,0.7709629789849237,30
2023-12-12 20:18:34,coral reef,brain coral,0.8045135140419006,0.5364930033683777,438.3822775890653,-0.6375457509980985,268.80498740479425,12.270326417470185,0.5231049174510187,30
2023-12-12 20:19:14,hourglass,guillotine,0.9951501488685608,0.5395675897598267,553.162244197855,0.4514939815932058,152.8420545701964,14.002453449308538,0.5291880794187876,60
2023-12-12 20:19:23,"Arctic fox, white fox, Alopex lagopus","white wolf, Arctic wolf, Canis lupus tundrarum",0.9984740614891052,0.790562093257904,566.2622307722409,-0.05248915124963402,170.36802759245745,15.029229228747297,0.5423850576765104,120
2023-12-12 20:19:25,"white wolf, Arctic wolf, Canis lupus tundrarum","Arctic fox, white fox, Alopex lagopus",0.495678186416626,0.6073055863380432,726.1879898413329,-1.2768399336967815,98.68657062728467,19.83632242679282,0.6371608238132088,30
2023-12-12 20:19:29,cannon,palace,0.9885913729667664,0.11729888617992401,647.8131925634123,-0.49594335986983773,290.07638821420545,13.513388029862654,0.5782600747369928,60
2023-12-12 20:19:31,"bookshop, bookstore, bookstall",library,0.844850480556488,0.7452113628387451,512.8098979461498,0.28923286578087004,345.2150910127274,15.978433039393336,0.703231664167026,30
2023-12-12 20:19:33,"picket fence, paling","spotlight, spot",0.6088674664497375,0.18881548941135406,450.53615488138456,-0.40283267823468494,391.2595059754717,14.536184539328218,0.6664043489041367,30
2023-12-12 20:20:09,"parachute, chute","solar dish, solar collector, solar furnace",0.19432494044303894,0.21118415892124176,566.6731691111595,0.07054725766467618,160.19632734228276,15.467188674042555,0.5143978360601259,30
2023-12-12 20:20:30,"three-toed sloth, ai, Bradypus tridactylus","koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",0.9971433281898499,0.4039008319377899,589.0949044241273,0.31023063482236957,65.10425354472613,14.45434515375414,0.6836358790325148,330
2023-12-12 20:20:32,forklift,"projectile, missile",0.1932365447282791,0.07391440868377686,603.1647771072834,0.31025120183551125,22.22527261025296,15.3498609226113,0.7055295392614829,30
2023-12-12 20:20:38,"theater curtain, theatre curtain",cuirass,0.987220823764801,0.16731280088424683,595.4409982786397,0.12491521353858825,86.17466380812408,14.260468291387507,0.6589392839586212,90
2023-12-12 20:20:40,"theater curtain, theatre curtain","spotlight, spot",0.21925243735313416,0.38331785798072815,717.1443693009302,-0.7474410041621521,304.97016161628835,15.064872314087701,0.7330420473340006,30
2023-12-12 20:21:41,"rock beauty, Holocanthus tricolor","projectile, missile",0.9996665716171265,0.3211735785007477,491.6294389057685,0.25263108568348597,30.830469484086084,4.0,0.6769121620081693,60
2023-12-12 20:23:16,tray,"candle, taper, wax light",0.5933919548988342,0.6235678195953369,691.7858882226916,-1.4506970487351853,97.30847058694226,11.492072857437197,0.7039551446503094,30
2023-12-12 20:23:51,toy poodle,miniature poodle,0.5234213471412659,0.6842149496078491,554.4603115623311,-0.06653084448905022,227.26453474737846,14.125268742251674,0.6625674962450356,30
2023-12-12 20:24:57,"Arctic fox, white fox, Alopex lagopus","Samoyed, Samoyede",0.9764636754989624,0.5368121862411499,607.4703865611964,-0.06601410362690699,234.0644442353875,15.649230650652711,0.6340158124483294,90
2023-12-12 20:25:35,holster,"hand-held computer, hand-held microcomputer",0.9794329404830933,0.155237078666687,492.5543811567833,0.5903334409334358,103.80183131826516,16.55878111836841,0.534888484188378,30
2023-12-12 20:26:44,palace,"traffic light, traffic signal, stoplight",0.697664737701416,0.36832553148269653,700.2120224553391,-0.8865095140931305,245.49164631180594,16.566094436727035,0.534809066907777,30
2023-12-12 20:27:12,bookcase,projector,0.7896519899368286,0.2556101977825165,741.9946386598832,0.885250502167847,28.006037677230324,18.836642099151163,0.731537473565928,30
2023-12-12 20:27:14,"nematode, nematode worm, roundworm","rule, ruler",0.9992257356643677,0.7765752077102661,633.0492904711483,-1.0154552633471872,266.9223424643611,14.839054038597425,0.7277853106410141,30
2023-12-12 20:27:16,"gasmask, respirator, gas helmet",neck brace,0.12370914220809937,0.2488367110490799,731.6617023465507,-1.4841252042036646,413.670268283388,17.96504333252132,0.6778129021566957,30
2023-12-12 20:27:51,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","traffic light, traffic signal, stoplight",0.7113805413246155,0.13567185401916504,500.67317563779505,-0.3126005514643273,125.3049802555,16.18989118590129,0.6959816443702413,30
2023-12-12 20:27:53,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle","leaf beetle, chrysomelid",0.8380352258682251,0.7384958863258362,556.5878558893729,0.2306079537940211,78.18117503861355,19.191905793168658,0.7659561332131212,30
2023-12-12 20:28:27,wok,"frying pan, frypan, skillet",0.34593698382377625,0.288991779088974,392.4459834050039,1.2918796493689597,111.71960059774909,17.969339642781275,0.6893960918390625,30
2023-12-12 20:28:29,"worm fence, snake fence, snake-rail fence, Virginia fence",swing,0.9566092491149902,0.409245103597641,558.0816044555487,1.2404542024998113,10.695449480057164,16.172779954748147,0.6207780257753988,30
2023-12-12 20:28:35,"robin, American robin, Turdus migratorius",maypole,0.9886041879653931,0.8913126587867737,394.1341824696417,-0.784085157617629,281.4530925018501,11.947616422031322,0.6182470988238659,90
2023-12-12 20:28:36,"frying pan, frypan, skillet",measuring cup,0.8966067433357239,0.37064415216445923,578.7108429362261,1.385761446283213,11.352550439139184,19.770069269852627,0.6521622432281233,30
2023-12-12 20:28:43,"timber wolf, grey wolf, gray wolf, Canis lupus","Norwegian elkhound, elkhound",0.8092496395111084,0.44261348247528076,628.9859292287472,-0.20055751161373156,363.7067144170218,16.640624388900747,0.5426454371493273,60
2023-12-12 20:29:11,stove,wok,0.5802373290061951,0.456552654504776,572.5282157612479,-0.5846821931351397,177.68646603305163,16.505050075944162,0.6104144407552614,30
2023-12-12 20:29:13,packet,"book jacket, dust cover, dust jacket, dust wrapper",0.28641343116760254,0.17392349243164062,659.7000086938224,-0.07064909346053283,305.4588836936131,10.653503375251242,0.6539206554681021,30
2023-12-12 20:29:15,photocopier,"spotlight, spot",0.9970905780792236,0.43710198998451233,605.7689850663596,-0.4633493070063428,291.99800733990395,10.545525620841225,0.537180139501355,30
2023-12-12 20:29:18,vase,broom,0.9942295551300049,0.3978927433490753,496.1986902371095,0.9561353693743189,129.5758791748547,19.801193108489493,0.6500076253466391,30
2023-12-12 20:30:22,cuirass,"breastplate, aegis, egis",0.6653949618339539,0.5166939496994019,640.6925538754165,-0.4304271354167726,260.9970661709146,15.482437204282853,0.641036177417115,60
2023-12-12 20:30:44,"ear, spike, capitulum",corn,0.7896755337715149,0.5283242464065552,535.133431426144,0.502437968367333,92.06131471365704,13.65,0.7,420
2023-12-12 20:30:46,"spider web, spider's web","spotlight, spot",0.7094952464103699,0.4507497549057007,437.2184615068886,-0.36930474378744593,333.606329331978,18.050851715895007,0.7984613382757919,30
2023-12-14 09:26:44,bell cote,analog clock,0.5327578783035278,0.07375606149435043,521.2667912309597,0.6150100000000001,73.94939143042915,11.379767278985952,0.6004213846008309,369
2023-12-14 09:27:18,abaya,flute,0.8765063881874084,0.09725901484489441,638.8655341731244,0.30668,78.00674473558233,11.45,0.7,5
2023-12-14 09:38:02,prayer rug,doormat,0.2674194872379303,0.1625053733587265,535.1442027024926,-1.54838,132.14209495987492,10,0.6068597799041153,1
2023-12-14 09:42:31,"wallet, billfold, notecase, pocketbook","rule, ruler",0.5847901105880737,0.06957466155290604,472.6832093747057,0.4094882621350606,53.77162752844368,12.172990303520109,0.5127502895513831,30
2023-12-14 09:43:11,"loggerhead, loggerhead turtle, Caretta caretta",sea snake,0.8191189765930176,0.306405633687973,580.6671425690148,0.40174478445455947,55.98521535820576,11.856665657808104,0.7,240
2023-12-14 09:43:15,soccer ball,rugby ball,0.9786767959594727,0.13861562311649323,383.2132203980775,1.4712169345573314,165.5939736174944,14.692840863358386,0.7,90
2023-12-14 09:43:19,canoe,"paddle, boat paddle",0.8421278595924377,0.550685465335846,455.14055938169474,-0.6228733827530522,298.6961318504384,14.220035310575325,0.538066865296261,60
2023-12-14 09:43:51,airliner,"projectile, missile",0.9833492040634155,0.30447179079055786,617.9669678636644,0.2688320680740406,161.90894064076977,13.96837007818259,0.7,120
2023-12-14 09:43:53,palace,"spotlight, spot",0.972749650478363,0.5408070087432861,555.6569756839335,0.18960889995899288,121.85025491596352,13.682846245134616,0.7649684416980285,30
2023-12-14 09:43:57,"rock crab, Cancer irroratus",fiddler crab,0.9854180812835693,0.47912681102752686,555.6804265898522,-0.13797273480656652,170.35108821603873,14.95,0.6990680804925377,60
2023-12-14 09:44:46,prayer rug,doormat,0.2674194872379303,0.18556205928325653,719.5921992221042,1.4398889994719126,157.1464118824468,11.086121473355897,0.5261438005754806,30
2023-12-14 09:44:51,megalith,oscilloscope,0.33717072010040283,0.07659842073917389,505.68111656088854,0.8429447590691856,89.9139483180923,14.95,0.6767715824694144,240
2023-12-14 09:44:52,minivan,cab,0.1752292811870575,0.09121780842542648,620.1345272468131,0.033874444817487026,145.6619076163394,16.326101262438137,0.7569974019489312,30
2023-12-14 09:44:53,candle,syringe,0.824576199054718,0.05695442110300064,459.1837228335904,0.5178562863179392,157.48334006943207,13.573626896273378,0.6577174662609362,30
2023-12-14 09:45:04,maze,lakeside,0.5112811326980591,0.1994662880897522,623.1176696154005,0.14427318340232587,60.476338848259836,13.041215718224581,0.5398689740727203,30
2023-12-14 09:45:06,lionfish,sea slug,0.4392976462841034,0.22043217718601227,618.8292135600464,-0.21154169441651272,189.86423365982523,14.95,0.7,90
2023-12-14 09:45:17,switch,odometer,0.5452396869659424,0.3087295889854431,712.4298433603836,-0.48066729718224277,161.07946397468436,17.99687608768453,0.594243050773093,30
2023-12-14 09:45:19,rapeseed,nematode,0.30897054076194763,0.08642715960741043,511.6343688996567,-1.1683364535686114,235.9801714141326,13.46662561000755,0.6792960509852084,60
2023-12-14 09:45:19,window shade,window screen,0.4549764394760132,0.4907342791557312,711.249652443799,-0.990682451362391,134.87609964658625,17.047469920107073,0.5571436177241486,30
2023-12-14 09:45:30,electric locomotive,freight car,0.26096850633621216,0.23131583631038666,647.196643472608,-0.07296431323382002,226.9144518075422,10.4534003956671,0.7518336453331104,30
2023-12-14 09:45:31,spider web,oscilloscope,0.5355839133262634,0.1252439171075821,498.06436945957853,0.18047975208720946,131.96854974428126,15.938135997084364,0.5199841785601179,30
2023-12-14 09:45:33,dogsled,sleeping bag,0.7408132553100586,0.08001615107059479,515.6723968343958,-1.048465564713553,152.7532972649576,14.95,0.7,90
2023-12-14 09:45:37,greenhouse,damselfly,0.6302656531333923,0.07370005548000336,453.8486515937657,0.4755174379149728,137.9289813415965,12.761832725468116,0.7,180
2023-12-14 09:45:37,head cabbage,butcher shop,0.18368469178676605,0.11539661139249802,714.2443208636103,0.9227009276585663,146.3227487162793,12.930801715606739,0.5360728135046381,30
2023-12-14 09:45:49,volcano,pole,0.3896593451499939,0.1318429708480835,651.304883380351,0.9218658266007083,61.55954458450576,15.417083012940173,0.7775982147535038,30
2023-12-14 09:45:49,flagpole,pole,0.12834444642066956,0.2888379693031311,422.4104947587262,-0.5778384509882664,257.2823613925578,12.653151354710602,0.6554479759857006,30
2023-12-14 09:45:50,pot,beer glass,0.07058607041835785,0.14541694521903992,748.9465608006485,-0.7051091850403302,137.51352173469581,12.147365333965865,0.5707665594799692,30
2023-12-14 09:45:53,pier,fountain,0.3243902623653412,0.10743208974599838,419.13828296187455,-0.7376566416913402,223.01723190352484,14.438713751687564,0.7,150
2023-12-14 09:46:25,French loaf,honeycomb,0.24234017729759216,0.110976442694664,583.1985638372466,-0.7222162416790281,299,14.95,0.6869243070817515,90
2023-12-14 09:46:26,crane,traffic light,0.06448188424110413,0.09908893704414368,617.6621140876902,-0.5415906028065354,160.3735278724775,10.865659570835666,0.7159374594293126,30
2023-12-14 09:46:50,Indian elephant,stage,0.5000453591346741,0.048060473054647446,537.7250843853268,-0.4581028526888539,237.50919914022364,14.85148914687362,0.7,210
2023-12-14 09:46:51,seashore,cannon,0.3923356831073761,0.11864566057920456,641.6037379812715,0.430077119609253,120.18257739189599,19.863287606257817,0.7852338551239468,30
2023-12-14 09:46:52,ballplayer,whistle,0.6475014686584473,0.07654265314340591,510.03544157599333,-0.0869390781965812,117.84233987527877,14.95,0.5895805018822267,60
2023-12-14 09:46:54,jersey,snorkel,0.44048136472702026,0.17347051203250885,523.6999511167032,-0.7641854373441923,164.1489332102082,14.689600955269853,0.6019108967880336,60
2023-12-14 09:46:55,rugby ball,soccer ball,0.48830369114875793,0.23749302327632904,490.1810389377896,-0.7402350800109074,247.847893931247,11.332053399654667,0.7,60
2023-12-14 09:46:56,beer bottle,pop bottle,0.2073080837726593,0.14246703684329987,674.0617674447471,-0.35945254149242034,125.84200524262572,12.436435189707058,0.5072444438220528,30
2023-12-14 09:47:07,grille,freight car,0.270172119140625,0.09646440297365189,482.65610519112306,-0.6500424433783121,145.95454064556287,15.288378304457993,0.5249753801721382,30
2023-12-14 09:47:07,bow tie,flute,0.1719374805688858,0.07576631009578705,381.1099083120688,-0.47097152369410367,249.70541763845506,16.331829694098616,0.7654270706068749,30
2023-12-14 09:47:19,disk brake,reel,0.3562438488006592,0.07596258819103241,380,0.41081852927665574,176.2050166533851,13.962707041880606,0.6949365320355871,60
2023-12-14 09:47:22,American coot,snorkel,0.6590911746025085,0.13881942629814148,510.9199435567353,-0.07298970089700185,85.66882676813925,14.95,0.7,120
2023-12-14 09:47:22,beach wagon,ambulance,0.39744436740875244,0.10332828760147095,546.4418012706722,0.6172288728145268,106.98267717006556,18.37720234005617,0.7458090670769456,30
2023-12-14 09:47:29,trolleybus,streetcar,0.41590335965156555,0.21694369614124298,492.07168229990054,-0.20503412288013512,249.73441211381785,13.237741267885182,0.6422664771008333,300
2023-12-14 09:47:40,convertible,sports car,0.34795334935188293,0.1361725926399231,620.1779803739822,-0.07523986701916396,214.26291093262822,14.95,0.6586284189610863,60
2023-12-14 09:48:02,drilling platform,crane,0.5788390040397644,0.23515386879444122,684.4102147007161,0.9497958772702206,36.8974527728846,12.124847205449752,0.6169439053305112,60
2023-12-14 09:48:33,marmot,oscilloscope,0.3394959568977356,0.12595485150814056,469.70400593057906,1.1276378968921565,30.86016409551255,14.226733197091963,0.6131951246547643,30
2023-12-14 09:48:33,lens cap,reflex camera,0.3092299997806549,0.37781110405921936,561.3961819002866,-0.35164987193776454,162.5050063466456,19.00666373112745,0.5263924763001604,30
2023-12-14 09:48:34,megalith,oscilloscope,0.487132728099823,0.20064017176628113,480.3948673493435,-0.5862033247287203,178.82358193134831,18.9246130365346,0.7376283545003005,30
2023-12-14 09:48:38,drake,goldfinch,0.6603855490684509,0.30830565094947815,583.3774575573636,-0.32542700964618454,137.5435098113448,13.414373089410155,0.5999652002252893,210
2023-12-14 09:48:44,streetcar,minibus,0.30862826108932495,0.23151461780071259,604.4446104930608,-0.07980726519495662,106.69283459765136,14.95,0.46064453251604226,270
2023-12-14 09:48:45,valley,pole,0.5301752090454102,0.1340360939502716,593.3554245840346,-0.7975827942957687,298.5383073255963,17.123862028276292,0.6308974821946899,30
2023-12-14 09:48:46,hippopotamus,Mexican hairless,0.5565622448921204,0.0974065437912941,513.2238619040173,0.40232187073900283,87.29164993059413,19.266508045859737,0.5091132158463442,30
